facility_id,facility_name,state,lga,facility_type,ownership,latitude,longitude
FAC00911,Ondo PHC 31,Ondo,Ondo South,PHC,Public,5.453267,9.068361
FAC00912,Ondo PHC 32,Ondo,Ondo Central,PHC,Public,13.94582,5.422102
FAC00913,Osun PHC 1,Osun,Osun South,PHC,Public,5.852769,9.495241
FAC00914,Osun PHC 2,Osun,Osun East,PHC,Public,9.892146,8.451341
FAC00915,Osun PHC 3,Osun,Osun North,PHC,Private,5.269444,4.479405
FAC00916,Osun PHC 4,Osun,Osun North,PHC,Public,4.591058,11.288716
FAC00917,Osun PHC 5,Osun,Osun Central,PHC,Public,4.911406,6.430806
FAC00918,Osun PHC 6,Osun,Osun West,PHC,Public,10.418195,7.929466
FAC00919,Osun PHC 7,Osun,Osun West,PHC,Public,9.796191,3.266622
FAC00920,Osun General Hospital 8,Osun,Osun South,General Hospital,Public,9.993597,11.743875
FAC00921,Osun PHC 9,Osun,Osun Central,PHC,Public,5.695041,3.611699
FAC00922,Osun PHC 10,Osun,Osun South,PHC,Public,9.469289,8.701078
FAC00923,Osun General Hospital 11,Osun,Osun South,General Hospital,Public,10.277454,10.769495
FAC00924,Osun General Hospital 12,Osun,Osun South,General Hospital,Public,12.743073,12.967473
FAC00925,Osun PHC 13,Osun,Osun East,PHC,Public,11.396829,10.347309
FAC00926,Osun PHC 14,Osun,Osun West,PHC,Public,11.308703,8.040132
FAC00927,Osun PHC 15,Osun,Osun East,PHC,Public,4.679733,5.174707
FAC00928,Osun General Hospital 16,Osun,Osun East,General Hospital,Private,8.596446,11.109136
FAC00929,Osun PHC 17,Osun,Osun West,PHC,Public,10.75456,7.752012
FAC00930,Osun PHC 18,Osun,Osun Central,PHC,Public,8.340522,4.530842
FAC00931,Osun PHC 19,Osun,Osun East,PHC,Public,10.69219,8.80563
FAC00932,Osun PHC 20,Osun,Osun East,PHC,Public,7.498544,5.925623
FAC00933,Osun PHC 21,Osun,Osun East,PHC,Public,9.702869,5.521286
FAC00934,Osun PHC 22,Osun,Osun South,PHC,Public,8.730275,3.519783
FAC00935,Osun PHC 23,Osun,Osun Central,PHC,Public,9.673909,12.554923
FAC00936,Osun PHC 24,Osun,Osun Central,PHC,Public,8.405392,6.807666
FAC00937,Osun General Hospital 25,Osun,Osun West,General Hospital,Public,9.137079,6.458214
FAC00938,Osun PHC 26,Osun,Osun North,PHC,Public,6.425783,4.095706
FAC00939,Osun PHC 27,Osun,Osun East,PHC,Public,5.744093,8.659794
FAC00940,Osun PHC 28,Osun,Osun North,PHC,Public,7.616471,4.504504
FAC00941,Osun PHC 29,Osun,Osun North,PHC,Public,4.225645,13.339979
FAC00942,Osun PHC 30,Osun,Osun South,PHC,Private,10.269684,12.700739
FAC00943,Osun PHC 31,Osun,Osun North,PHC,Public,9.72123,5.169422
FAC00944,Osun PHC 32,Osun,Osun South,PHC,Public,7.064154,9.661605
FAC00945,Oyo PHC 1,Oyo,Oyo North,PHC,Public,4.815749,4.053459
FAC00946,Oyo PHC 2,Oyo,Oyo West,PHC,Public,9.789776,3.175308
FAC00947,Oyo PHC 3,Oyo,Oyo West,PHC,Public,10.493788,11.026518
FAC00948,Oyo PHC 4,Oyo,Oyo East,PHC,Private,9.57405,11.484184
FAC00949,Oyo PHC 5,Oyo,Oyo South,PHC,Public,12.16079,3.227345
FAC00950,Oyo PHC 6,Oyo,Oyo North,PHC,Public,12.797524,3.590651
FAC00951,Oyo PHC 7,Oyo,Oyo Central,PHC,Private,4.009294,13.838684
FAC00952,Oyo PHC 8,Oyo,Oyo Central,PHC,Public,10.748932,5.868797
FAC00953,Oyo PHC 9,Oyo,Oyo South,PHC,Public,10.804795,14.180376
FAC00954,Oyo PHC 10,Oyo,Oyo Central,PHC,Public,13.345439,6.640627
FAC00955,Oyo PHC 11,Oyo,Oyo North,PHC,Public,5.518862,6.942698
FAC00956,Oyo PHC 12,Oyo,Oyo North,PHC,Public,11.293098,9.900727
FAC00957,Oyo PHC 13,Oyo,Oyo South,PHC,Public,5.472271,5.478972
FAC00958,Oyo PHC 14,Oyo,Oyo East,PHC,Public,4.068147,9.280886
FAC00959,Oyo General Hospital 15,Oyo,Oyo North,General Hospital,Public,7.702322,12.015347
FAC00960,Oyo General Hospital 16,Oyo,Oyo North,General Hospital,Public,10.577161,10.698823
FAC00961,Oyo PHC 17,Oyo,Oyo East,PHC,Public,6.485398,6.803311
FAC00962,Oyo General Hospital 18,Oyo,Oyo Central,General Hospital,Private,12.586981,13.286771
FAC00963,Oyo PHC 19,Oyo,Oyo South,PHC,Public,13.450241,11.190486
FAC00964,Oyo PHC 20,Oyo,Oyo East,PHC,Public,9.105704,4.439435
FAC00965,Oyo PHC 21,Oyo,Oyo Central,PHC,Public,5.373,14.428641
FAC00966,Oyo PHC 22,Oyo,Oyo East,PHC,Public,12.119462,14.348996
FAC00967,Oyo PHC 23,Oyo,Oyo North,PHC,Private,13.865631,10.17408
FAC00968,Oyo PHC 24,Oyo,Oyo East,PHC,Public,12.730431,5.026302
FAC00969,Oyo PHC 25,Oyo,Oyo East,PHC,Public,6.177125,4.057826
FAC00970,Oyo PHC 26,Oyo,Oyo South,PHC,Public,9.489096,5.27035
FAC00971,Oyo PHC 27,Oyo,Oyo North,PHC,Public,8.608983,12.944508
FAC00972,Oyo General Hospital 28,Oyo,Oyo East,General Hospital,Public,12.388539,11.052156
FAC00973,Oyo PHC 29,Oyo,Oyo North,PHC,Public,7.042419,4.670962
FAC00974,Oyo PHC 30,Oyo,Oyo South,PHC,Public,4.471967,14.536999
FAC00975,Oyo PHC 31,Oyo,Oyo East,PHC,Public,10.296283,13.361815
FAC00976,Oyo PHC 32,Oyo,Oyo Central,PHC,Private,5.392541,3.128584
FAC00977,Plateau PHC 1,Plateau,Plateau West,PHC,Private,9.275636,5.059156
FAC00978,Plateau PHC 2,Plateau,Plateau Central,PHC,Public,8.158613,3.757559
FAC00979,Plateau PHC 3,Plateau,Plateau Central,PHC,Public,10.631462,10.144396
FAC00980,Plateau PHC 4,Plateau,Plateau Central,PHC,Public,12.176234,13.740679
FAC00981,Plateau General Hospital 5,Plateau,Plateau East,General Hospital,Public,8.580286,6.079766
FAC00982,Plateau PHC 6,Plateau,Plateau South,PHC,Public,11.463629,6.738861
FAC00983,Plateau General Hospital 7,Plateau,Plateau East,General Hospital,Public,4.547327,5.450905
FAC00984,Plateau PHC 8,Plateau,Plateau North,PHC,Public,9.538234,9.155752
FAC00985,Plateau PHC 9,Plateau,Plateau Central,PHC,Public,5.203636,3.811257
FAC00986,Plateau PHC 10,Plateau,Plateau North,PHC,Private,11.055627,6.692434
FAC00987,Plateau PHC 11,Plateau,Plateau East,PHC,Public,10.213306,11.624617
FAC00988,Plateau PHC 12,Plateau,Plateau South,PHC,Public,4.538305,5.278504
FAC00989,Plateau PHC 13,Plateau,Plateau South,PHC,Public,8.522025,11.869097
FAC00990,Plateau PHC 14,Plateau,Plateau North,PHC,Public,12.614457,13.392428
FAC00991,Plateau PHC 15,Plateau,Plateau South,PHC,Public,4.376977,12.696814
FAC00992,Plateau PHC 16,Plateau,Plateau South,PHC,Public,9.38395,14.905628
FAC00993,Plateau General Hospital 17,Plateau,Plateau Central,General Hospital,Public,9.346609,13.305137
FAC00994,Plateau PHC 18,Plateau,Plateau East,PHC,Private,4.182751,13.849624
FAC00995,Plateau PHC 19,Plateau,Plateau North,PHC,Private,5.370209,9.451016
FAC00996,Plateau PHC 20,Plateau,Plateau North,PHC,Public,6.913611,8.008737
FAC00997,Plateau PHC 21,Plateau,Plateau West,PHC,Private,12.078656,11.848919
FAC00998,Plateau PHC 22,Plateau,Plateau South,PHC,Public,6.976503,6.576794
FAC00999,Plateau PHC 23,Plateau,Plateau East,PHC,Public,10.349067,4.486152
FAC01000,Plateau PHC 24,Plateau,Plateau Central,PHC,Private,4.427396,13.375828
FAC01001,Plateau PHC 25,Plateau,Plateau North,PHC,Public,6.469612,13.315744
FAC01002,Plateau PHC 26,Plateau,Plateau South,PHC,Private,9.117805,12.233311
FAC01003,Plateau General Hospital 27,Plateau,Plateau North,General Hospital,Private,12.029813,14.769526
FAC01004,Plateau PHC 28,Plateau,Plateau South,PHC,Public,7.770539,7.719848
FAC01005,Plateau PHC 29,Plateau,Plateau East,PHC,Public,11.009354,5.331283
FAC01006,Plateau PHC 30,Plateau,Plateau North,PHC,Public,10.455344,4.869279
FAC01007,Plateau PHC 31,Plateau,Plateau South,PHC,Public,6.205088,5.231538
FAC01008,Plateau General Hospital 32,Plateau,Plateau West,General Hospital,Public,13.696159,11.816503
FAC01009,Rivers PHC 1,Rivers,Rivers East,PHC,Private,13.477797,4.694389
FAC01010,Rivers PHC 2,Rivers,Rivers Central,PHC,Public,7.425911,10.532027
FAC01011,Rivers PHC 3,Rivers,Rivers North,PHC,Public,9.311095,11.948612
FAC01012,Rivers General Hospital 4,Rivers,Rivers East,General Hospital,Public,4.690369,7.017469
FAC01013,Rivers PHC 5,Rivers,Rivers South,PHC,Public,5.485068,10.157605
FAC01014,Rivers General Hospital 6,Rivers,Rivers North,General Hospital,Public,8.259975,14.612914
FAC01015,Rivers PHC 7,Rivers,Rivers West,PHC,Public,10.009455,11.352958
FAC01016,Rivers PHC 8,Rivers,Rivers North,PHC,Public,5.9316,8.655699
FAC01017,Rivers PHC 9,Rivers,Rivers South,PHC,Public,12.83684,7.115156
FAC01018,Rivers PHC 10,Rivers,Rivers South,PHC,Public,7.161013,3.66889
FAC01019,Rivers PHC 11,Rivers,Rivers North,PHC,Public,4.805808,4.765959
FAC01020,Rivers PHC 12,Rivers,Rivers Central,PHC,Public,12.489239,7.767258
FAC01021,Rivers PHC 13,Rivers,Rivers West,PHC,Public,13.260596,4.940335
FAC01022,Rivers General Hospital 14,Rivers,Rivers East,General Hospital,Public,6.402194,8.325256
FAC01023,Rivers PHC 15,Rivers,Rivers North,PHC,Public,5.95458,4.994752
FAC01024,Rivers General Hospital 16,Rivers,Rivers North,General Hospital,Public,12.902366,4.378876
FAC01025,Rivers PHC 17,Rivers,Rivers East,PHC,Public,4.545119,6.768526
FAC01026,Rivers PHC 18,Rivers,Rivers East,PHC,Public,4.871093,8.848613
FAC01027,Rivers PHC 19,Rivers,Rivers North,PHC,Public,8.448524,8.868581
FAC01028,Rivers PHC 20,Rivers,Rivers North,PHC,Private,6.99232,8.170299
FAC01029,Rivers PHC 21,Rivers,Rivers North,PHC,Public,12.484718,7.359064
FAC01030,Rivers PHC 22,Rivers,Rivers West,PHC,Private,12.050973,13.140476
FAC01031,Rivers PHC 23,Rivers,Rivers South,PHC,Public,4.625069,7.649598
FAC01032,Rivers PHC 24,Rivers,Rivers West,PHC,Public,5.864198,11.992433
FAC01033,Rivers PHC 25,Rivers,Rivers North,PHC,Public,11.486087,8.791215
FAC01034,Rivers PHC 26,Rivers,Rivers Central,PHC,Private,7.957777,10.357823
FAC01035,Rivers General Hospital 27,Rivers,Rivers South,General Hospital,Public,9.250493,11.487347
FAC01036,Rivers PHC 28,Rivers,Rivers South,PHC,Public,9.109707,8.145171
FAC01037,Rivers PHC 29,Rivers,Rivers Central,PHC,Public,10.633107,13.069196
FAC01038,Rivers PHC 30,Rivers,Rivers East,PHC,Public,13.387146,8.908348
FAC01039,Rivers PHC 31,Rivers,Rivers East,PHC,Private,7.416411,10.781575
FAC01040,Rivers PHC 32,Rivers,Rivers South,PHC,Private,7.278428,12.788945
FAC01041,Sokoto PHC 1,Sokoto,Sokoto East,PHC,Public,7.400044,13.435796
FAC01042,Sokoto PHC 2,Sokoto,Sokoto East,PHC,Public,10.803844,6.289444
FAC01043,Sokoto General Hospital 3,Sokoto,Sokoto Central,General Hospital,Public,9.353478,10.62388
FAC01044,Sokoto PHC 4,Sokoto,Sokoto Central,PHC,Public,11.480161,13.038371
FAC01045,Sokoto PHC 5,Sokoto,Sokoto Central,PHC,Private,8.353963,14.437441
FAC01046,Sokoto PHC 6,Sokoto,Sokoto West,PHC,Private,4.927148,9.386674
FAC01047,Sokoto General Hospital 7,Sokoto,Sokoto East,General Hospital,Public,7.027751,9.389651
FAC01048,Sokoto PHC 8,Sokoto,Sokoto Central,PHC,Public,11.074263,11.541335
FAC01049,Sokoto General Hospital 9,Sokoto,Sokoto East,General Hospital,Public,13.226038,12.146545
FAC01050,Sokoto PHC 10,Sokoto,Sokoto East,PHC,Public,8.87212,3.297179
FAC01051,Sokoto PHC 11,Sokoto,Sokoto South,PHC,Public,7.344425,9.231752
FAC01052,Sokoto PHC 12,Sokoto,Sokoto West,PHC,Public,4.849663,8.234952
FAC01053,Sokoto PHC 13,Sokoto,Sokoto Central,PHC,Public,12.051169,4.642142
FAC01054,Sokoto PHC 14,Sokoto,Sokoto North,PHC,Private,7.27884,11.845589
FAC01055,Sokoto PHC 15,Sokoto,Sokoto West,PHC,Public,12.522124,3.491207
FAC01056,Sokoto PHC 16,Sokoto,Sokoto East,PHC,Public,4.85403,14.669537
FAC01057,Sokoto PHC 17,Sokoto,Sokoto North,PHC,Public,8.291495,3.89875
FAC01058,Sokoto PHC 18,Sokoto,Sokoto South,PHC,Public,5.949583,9.058937
FAC01059,Sokoto PHC 19,Sokoto,Sokoto South,PHC,Public,8.662533,12.503227
FAC01060,Sokoto PHC 20,Sokoto,Sokoto Central,PHC,Public,11.190756,9.570215
FAC01061,Sokoto General Hospital 21,Sokoto,Sokoto North,General Hospital,Public,7.932615,10.400552
FAC01062,Sokoto General Hospital 22,Sokoto,Sokoto South,General Hospital,Public,7.324267,6.786398
FAC01063,Sokoto PHC 23,Sokoto,Sokoto South,PHC,Public,8.042416,14.919182
FAC01064,Sokoto General Hospital 24,Sokoto,Sokoto North,General Hospital,Public,10.007921,11.410388
FAC01065,Sokoto PHC 25,Sokoto,Sokoto Central,PHC,Public,6.90044,5.417567
FAC01066,Sokoto PHC 26,Sokoto,Sokoto West,PHC,Public,13.246418,3.674692
FAC01067,Sokoto PHC 27,Sokoto,Sokoto Central,PHC,Private,5.645993,3.766557
FAC01068,Sokoto PHC 28,Sokoto,Sokoto East,PHC,Public,5.023671,12.021249
FAC01069,Sokoto General Hospital 29,Sokoto,Sokoto South,General Hospital,Public,7.769862,10.238557
FAC01070,Sokoto PHC 30,Sokoto,Sokoto South,PHC,Public,12.509519,7.150306
FAC01071,Sokoto PHC 31,Sokoto,Sokoto North,PHC,Public,8.064165,13.558053
FAC01072,Sokoto PHC 32,Sokoto,Sokoto Central,PHC,Private,6.715505,6.794581
FAC01073,Taraba General Hospital 1,Taraba,Taraba West,General Hospital,Public,10.763984,6.611596
FAC01074,Taraba PHC 2,Taraba,Taraba North,PHC,Public,6.09037,11.34954
FAC01075,Taraba General Hospital 3,Taraba,Taraba Central,General Hospital,Private,8.68557,4.7755
FAC01076,Taraba General Hospital 4,Taraba,Taraba East,General Hospital,Public,6.035349,12.228734
FAC01077,Taraba PHC 5,Taraba,Taraba Central,PHC,Public,7.179047,3.105327
FAC01078,Taraba PHC 6,Taraba,Taraba North,PHC,Public,4.867066,9.460357
FAC01079,Taraba General Hospital 7,Taraba,Taraba East,General Hospital,Public,5.336957,14.224734
FAC01080,Taraba PHC 8,Taraba,Taraba South,PHC,Private,7.634039,14.258174
FAC01081,Taraba PHC 9,Taraba,Taraba North,PHC,Public,11.653163,14.152842
FAC01082,Taraba PHC 10,Taraba,Taraba Central,PHC,Public,7.991261,5.907086
FAC01083,Taraba PHC 11,Taraba,Taraba South,PHC,Private,4.469925,7.065756
FAC01084,Taraba PHC 12,Taraba,Taraba Central,PHC,Public,8.34531,13.434404
FAC01085,Taraba PHC 13,Taraba,Taraba North,PHC,Private,7.262205,12.074307
FAC01086,Taraba PHC 14,Taraba,Taraba Central,PHC,Public,6.425443,6.500321
FAC01087,Taraba General Hospital 15,Taraba,Taraba South,General Hospital,Public,8.743087,5.016241
FAC01088,Taraba PHC 16,Taraba,Taraba East,PHC,Public,12.655712,9.926593
FAC01089,Taraba PHC 17,Taraba,Taraba West,PHC,Public,11.010976,7.928779
FAC01090,Taraba PHC 18,Taraba,Taraba East,PHC,Public,9.144896,13.282024
FAC01091,Taraba PHC 19,Taraba,Taraba North,PHC,Public,11.978047,13.372395
FAC01092,Taraba PHC 20,Taraba,Taraba West,PHC,Public,8.754636,12.083132
FAC01093,Taraba PHC 21,Taraba,Taraba South,PHC,Private,8.805599,3.825047
FAC01094,Taraba PHC 22,Taraba,Taraba West,PHC,Public,6.039946,12.917575
FAC01095,Taraba PHC 23,Taraba,Taraba West,PHC,Public,7.113819,7.820363
FAC01096,Taraba PHC 24,Taraba,Taraba East,PHC,Public,7.049031,5.312117
FAC01097,Taraba PHC 25,Taraba,Taraba West,PHC,Public,13.732609,5.416876
FAC01098,Taraba PHC 26,Taraba,Taraba East,PHC,Public,13.399244,7.116321
FAC01099,Taraba General Hospital 27,Taraba,Taraba Central,General Hospital,Public,4.524817,8.402835
FAC01100,Taraba PHC 28,Taraba,Taraba East,PHC,Public,9.21551,4.495769
FAC01101,Taraba General Hospital 29,Taraba,Taraba Central,General Hospital,Public,4.792132,3.564701
FAC01102,Taraba PHC 30,Taraba,Taraba West,PHC,Public,10.058968,8.140222
FAC01103,Taraba PHC 31,Taraba,Taraba North,PHC,Public,5.119346,10.314071
FAC01104,Taraba PHC 32,Taraba,Taraba West,PHC,Public,8.769834,7.670503
FAC01105,Yobe General Hospital 1,Yobe,Yobe South,General Hospital,Private,8.874063,14.34446
FAC01106,Yobe PHC 2,Yobe,Yobe West,PHC,Private,8.528248,6.344332
FAC01107,Yobe General Hospital 3,Yobe,Yobe South,General Hospital,Public,7.243289,14.425727
FAC01108,Yobe General Hospital 4,Yobe,Yobe Central,General Hospital,Public,4.549663,9.942502
FAC01109,Yobe PHC 5,Yobe,Yobe Central,PHC,Public,9.104601,6.105509
FAC01110,Yobe PHC 6,Yobe,Yobe Central,PHC,Public,8.722264,11.554588
FAC01111,Yobe PHC 7,Yobe,Yobe North,PHC,Public,13.095954,3.074206
FAC01112,Yobe General Hospital 8,Yobe,Yobe South,General Hospital,Private,13.607463,9.450482
FAC01113,Yobe PHC 9,Yobe,Yobe West,PHC,Public,11.486985,5.557705
FAC01114,Yobe General Hospital 10,Yobe,Yobe North,General Hospital,Private,12.826155,4.163745
FAC01115,Yobe PHC 11,Yobe,Yobe West,PHC,Public,12.450122,3.708602
FAC01116,Yobe PHC 12,Yobe,Yobe Central,PHC,Public,9.15167,14.883422
FAC01117,Yobe PHC 13,Yobe,Yobe East,PHC,Public,5.704625,7.61419
FAC01118,Yobe PHC 14,Yobe,Yobe West,PHC,Public,8.84173,12.528173
FAC01119,Yobe PHC 15,Yobe,Yobe West,PHC,Public,11.0549,5.250053
FAC01120,Yobe PHC 16,Yobe,Yobe East,PHC,Public,4.09087,10.77957
FAC01121,Yobe PHC 17,Yobe,Yobe East,PHC,Public,11.069563,10.852158
FAC01122,Yobe General Hospital 18,Yobe,Yobe South,General Hospital,Public,7.720436,4.109394
FAC01123,Yobe PHC 19,Yobe,Yobe East,PHC,Public,11.181679,4.493063
FAC01124,Yobe PHC 20,Yobe,Yobe West,PHC,Public,10.901231,13.049395
FAC01125,Yobe PHC 21,Yobe,Yobe South,PHC,Private,9.26094,11.25323
FAC01126,Yobe PHC 22,Yobe,Yobe West,PHC,Public,12.217524,4.667628
FAC01127,Yobe PHC 23,Yobe,Yobe South,PHC,Public,7.207336,5.307095
FAC01128,Yobe PHC 24,Yobe,Yobe South,PHC,Private,11.793652,9.269962
FAC01129,Yobe PHC 25,Yobe,Yobe North,PHC,Public,11.159847,10.287893
FAC01130,Yobe PHC 26,Yobe,Yobe South,PHC,Public,9.961426,11.874974
FAC01131,Yobe PHC 27,Yobe,Yobe South,PHC,Public,8.173916,6.716026
FAC01132,Yobe General Hospital 28,Yobe,Yobe East,General Hospital,Public,4.726656,5.389121
FAC01133,Yobe PHC 29,Yobe,Yobe South,PHC,Public,5.256435,6.476736
FAC01134,Yobe PHC 30,Yobe,Yobe Central,PHC,Public,11.224114,3.088703
FAC01135,Yobe PHC 31,Yobe,Yobe West,PHC,Public,12.715859,8.02015
FAC01136,Yobe PHC 32,Yobe,Yobe East,PHC,Public,6.667945,9.07111
FAC01137,Zamfara PHC 1,Zamfara,Zamfara Central,PHC,Private,7.596756,11.246812
FAC01138,Zamfara PHC 2,Zamfara,Zamfara North,PHC,Public,13.929435,12.33261
FAC01139,Zamfara PHC 3,Zamfara,Zamfara East,PHC,Public,11.662455,6.649136
FAC01140,Zamfara General Hospital 4,Zamfara,Zamfara South,General Hospital,Public,13.839064,13.916924
FAC01141,Zamfara General Hospital 5,Zamfara,Zamfara North,General Hospital,Public,10.623179,10.316183
FAC01142,Zamfara General Hospital 6,Zamfara,Zamfara Central,General Hospital,Public,4.020765,6.128505
FAC01143,Zamfara PHC 7,Zamfara,Zamfara Central,PHC,Public,9.69305,10.580669
FAC01144,Zamfara PHC 8,Zamfara,Zamfara East,PHC,Public,8.492682,6.557339
FAC01145,Zamfara General Hospital 9,Zamfara,Zamfara West,General Hospital,Public,7.228098,6.097292
FAC01146,Zamfara PHC 10,Zamfara,Zamfara North,PHC,Public,8.550756,4.962646
FAC01147,Zamfara PHC 11,Zamfara,Zamfara South,PHC,Public,12.997431,10.540883
FAC01148,Zamfara PHC 12,Zamfara,Zamfara Central,PHC,Public,11.647762,6.186691
FAC01149,Zamfara General Hospital 13,Zamfara,Zamfara South,General Hospital,Public,10.38963,3.977367
FAC01150,Zamfara PHC 14,Zamfara,Zamfara South,PHC,Public,6.651133,8.184127
FAC01151,Zamfara General Hospital 15,Zamfara,Zamfara East,General Hospital,Public,8.885425,9.290355
FAC01152,Zamfara PHC 16,Zamfara,Zamfara Central,PHC,Public,10.49556,13.415995
FAC01153,Zamfara General Hospital 17,Zamfara,Zamfara East,General Hospital,Public,7.157434,10.458225
FAC01154,Zamfara PHC 18,Zamfara,Zamfara Central,PHC,Public,5.335342,7.640357
FAC01155,Zamfara General Hospital 19,Zamfara,Zamfara South,General Hospital,Private,9.069996,9.866064
FAC01156,Zamfara General Hospital 20,Zamfara,Zamfara South,General Hospital,Private,7.40962,14.972067
FAC01157,Zamfara PHC 21,Zamfara,Zamfara West,PHC,Public,10.542205,14.978399
FAC01158,Zamfara PHC 22,Zamfara,Zamfara South,PHC,Public,4.652768,12.862072
FAC01159,Zamfara PHC 23,Zamfara,Zamfara East,PHC,Public,9.391911,6.061121
FAC01160,Zamfara PHC 24,Zamfara,Zamfara West,PHC,Public,4.39948,7.347522
FAC01161,Zamfara General Hospital 25,Zamfara,Zamfara South,General Hospital,Public,4.551015,8.122737
FAC01162,Zamfara PHC 26,Zamfara,Zamfara South,PHC,Private,6.751701,7.775524
FAC01163,Zamfara General Hospital 27,Zamfara,Zamfara North,General Hospital,Public,13.810449,10.941729
FAC01164,Zamfara General Hospital 28,Zamfara,Zamfara South,General Hospital,Public,11.153223,6.217719
FAC01165,Zamfara PHC 29,Zamfara,Zamfara East,PHC,Public,5.025292,3.143016
FAC01166,Zamfara PHC 30,Zamfara,Zamfara Central,PHC,Public,8.490378,8.511644
FAC01167,Zamfara PHC 31,Zamfara,Zamfara South,PHC,Public,6.446551,8.055611
FAC01168,Zamfara General Hospital 32,Zamfara,Zamfara North,General Hospital,Private,9.505706,5.309918
FAC01169,FCT Abuja PHC 1,FCT Abuja,FCT Abuja Central,PHC,Private,11.600349,3.585196
FAC01170,FCT Abuja General Hospital 2,FCT Abuja,FCT Abuja North,General Hospital,Public,9.270502,9.990405
FAC01171,FCT Abuja PHC 3,FCT Abuja,FCT Abuja West,PHC,Public,5.882322,5.210984
FAC01172,FCT Abuja PHC 4,FCT Abuja,FCT Abuja Central,PHC,Public,4.174982,3.588056
FAC01173,FCT Abuja PHC 5,FCT Abuja,FCT Abuja North,PHC,Public,9.413626,6.408701
FAC01174,FCT Abuja General Hospital 6,FCT Abuja,FCT Abuja Central,General Hospital,Private,11.352285,10.507799
FAC01175,FCT Abuja PHC 7,FCT Abuja,FCT Abuja Central,PHC,Public,12.931137,11.273006
FAC01176,FCT Abuja PHC 8,FCT Abuja,FCT Abuja South,PHC,Public,10.761957,13.303201
FAC01177,FCT Abuja General Hospital 9,FCT Abuja,FCT Abuja West,General Hospital,Public,7.43301,6.942848
FAC01178,FCT Abuja PHC 10,FCT Abuja,FCT Abuja Central,PHC,Public,11.814621,11.439327
FAC01179,FCT Abuja General Hospital 11,FCT Abuja,FCT Abuja Central,General Hospital,Public,8.972292,14.403684
FAC01180,FCT Abuja PHC 12,FCT Abuja,FCT Abuja East,PHC,Public,13.579711,3.401083
FAC01181,FCT Abuja PHC 13,FCT Abuja,FCT Abuja East,PHC,Public,6.177289,10.454718
FAC01182,FCT Abuja PHC 14,FCT Abuja,FCT Abuja South,PHC,Public,11.589768,9.007434
FAC01183,FCT Abuja General Hospital 15,FCT Abuja,FCT Abuja North,General Hospital,Public,6.533794,13.740919
FAC01184,FCT Abuja PHC 16,FCT Abuja,FCT Abuja North,PHC,Public,11.548275,6.713551
FAC01185,FCT Abuja PHC 17,FCT Abuja,FCT Abuja South,PHC,Public,4.023234,14.807171
FAC01186,FCT Abuja General Hospital 18,FCT Abuja,FCT Abuja East,General Hospital,Public,8.578049,6.107539
FAC01187,FCT Abuja General Hospital 19,FCT Abuja,FCT Abuja South,General Hospital,Public,13.069855,5.024993
FAC01188,FCT Abuja General Hospital 20,FCT Abuja,FCT Abuja West,General Hospital,Public,5.902279,9.250629
FAC01189,FCT Abuja PHC 21,FCT Abuja,FCT Abuja West,PHC,Public,5.43868,4.255925
FAC01190,FCT Abuja PHC 22,FCT Abuja,FCT Abuja East,PHC,Public,5.303204,10.721147
FAC01191,FCT Abuja PHC 23,FCT Abuja,FCT Abuja West,PHC,Public,4.86783,5.842194
FAC01192,FCT Abuja PHC 24,FCT Abuja,FCT Abuja South,PHC,Public,9.372757,11.125491
FAC01193,FCT Abuja PHC 25,FCT Abuja,FCT Abuja Central,PHC,Public,4.390064,8.466801
FAC01194,FCT Abuja General Hospital 26,FCT Abuja,FCT Abuja North,General Hospital,Public,8.247833,7.100986
FAC01195,FCT Abuja PHC 27,FCT Abuja,FCT Abuja East,PHC,Public,10.856517,5.715328
FAC01196,FCT Abuja PHC 28,FCT Abuja,FCT Abuja South,PHC,Private,5.070291,12.368392
FAC01197,FCT Abuja General Hospital 29,FCT Abuja,FCT Abuja West,General Hospital,Public,8.892389,5.612984
FAC01198,FCT Abuja PHC 30,FCT Abuja,FCT Abuja South,PHC,Public,13.361766,14.28901
FAC01199,FCT Abuja PHC 31,FCT Abuja,FCT Abuja North,PHC,Private,10.241134,8.688915
FAC01200,FCT Abuja General Hospital 32,FCT Abuja,FCT Abuja Central,General Hospital,Public,10.331787,11.652656
